id, user_id, room_id, date, comment, accuracy, communication, cleanliness, location, check_in, value, average
 1368, 4, 75, Mon Apr 14 1856 08:55:31 GMT-0700 (PDT), 'a ', 0, 2, 4, 1, 0, 1, 1
 1369, 25, 60, Thu May 03 1804 18:01:06 GMT-0700 (PDT), 'sed purus sapien lacinia luctus arc u justo. fringilla Lorem puru s fringilla ante aliquet nis l vestibulum quam nisi sapien Donec mauris neque lacinia sed sodales Lorem dictum. fringilla neque Mauris enim sed sed quam vehicul a sodales adipiscing et semper viverra metus at semper mauris a a mollis consequat augue. enim augue. convalli s arcu mauris augue. Lorem dictum. arcu neque purus eli t eli t lacus. commodo erat. vulputate quam eget consectetur nis l nis l vulputate eli t sed molestie arcu posuere et arcu ', 5, 2, 1, 5, 5, 0, 3
 1370, 22, 36, Sat Mar 30 1850 08:42:02 GMT-0700 (PDT), 'ame t augue. sodales purus a ne c feugiat vehicul a varius m i luctus lacinia semper ', 5, 1, 1, 5, 3, 0, 3
 1371, 10, 91, Sat May 16 1942 17:18:50 GMT-0700 (PDT), 'Aliquam sed et varius vitae. lacinia vulputate dui enim a nis l vehicul a Mauris vel nibh puru s lectus adipiscing ante consectetur eli t m i at ame t viverra a sodales vulputate at lectus semper at. posuere vel m i nis l dolor erat. arcu sollicitudin feugia t vulputate Ut ', 2, 1, 3, 1, 3, 3, 2
 1372, 28, 8, Thu Dec 29 1960 17:30:52 GMT-0800 (PST), 'porta nec quam luctus Nam enim Vestibulum Etiam Donec et justo. varius metus erat. at nec eu varius dictum. eget quam enim dolor sollicitudin tempor metus convalli s Ut vitae. dui. gravida.Nulla convalli s quis metus at aliquet nisi lacus. dui. Vivamus justo. gravida.Etiam aliquet sed feugiat Nulla at. commodo ', 0, 5, 3, 3, 5, 2, 3
 1373, 34, 62, Wed Sep 16 1998 12:28:41 GMT-0700 (PDT), 'consectetur enim Vestibulum varius faucibus purus Etiam sed dui Quisque commodo quis ipsum commodo tempor Aliquam eget vulputate mollis sapien vel dui sit at. adipiscing aliquet ante sit sed mauris lacinia eli t Aliquam vehicula posuere adipiscing vitae. puru s nec Quisque nibh Nulla sapien vulputate sapien nis l elit. Quisque semper gravida.at. faucibus pretium. Quisque varius Ut sed nec sodales lacinia Nam et nisi Mauris ', 0, 0, 3, 1, 2, 4, 2
 1374, 17, 34, Fri Jan 08 1954 17:02:37 GMT-0800 (PST), 'nec at. sed pretium. ante arcu Mauris fringilla feugia t sed metus dictum. mauris sed consequat porta Vivamus a ame t sodales erat. purus ame t sed quam a dolor quis posuere Lorem tempor lectus eli t diam sed quis purus enim vitae. sed vehicula fringilla lacus. ante viverra Mauris sollicitudin enim m i lacinia sed feugia t adipiscing dui at nec Donec at. vehicula eu fringilla Etiam quam arcu orci adipiscing Quisque dictum. arc u quam varius sapien lacinia faucibus dolor convalli s et ', 3, 1, 3, 2, 2, 0, 2
 1375, 1, 99, Mon Dec 04 1876 22:43:04 GMT-0800 (PST), 'Lorem sed fringilla quis nibh purus arc u eget sed nisi commodo Nulla ame t Aliquam consequat commodo dictum. eget enim semper vestibulum sodales consequat sapien faucibus metus ante et sed aliquet ne c quis molestie consectetur porta vestibulum purus at at et lacus. commodo Vivamus semper convalli s diam Vivamus dolor urna vitae. feugia t et Etiam Vestibulum vel Mauris e t vulputate feugiat Nam enim enim dui sed sed sollicitudin lacus. eget vestibulum eli t quam Quisque justo. arcu posuere dolor mauris augue. justo. augue. arcu elit. quis ', 5, 3, 2, 4, 5, 5, 4
 1376, 26, 4, Sun Aug 20 1820 09:10:16 GMT-0700 (PDT), 'e t sed elit. at sodales quis vestibulum porta Etiam arcu faucibus nisi enim sed eu aliquet sodales m i vel erat. at. puru s Aliquam diam Quisque ipsum et commodo sit fringilla pretium. purus luctus ame t pretium. dui ame t ame t vehicula tempor m i sit Nulla a ipsum Nulla lectus ', 2, 2, 2, 0, 5, 0, 2
 1377, 35, 63, Tue Nov 10 1857 21:27:07 GMT-0800 (PST), 'sit adipiscing Quisque ante dui adipiscing lacus. elit. vestibulum et commodo dictum. faucibus feugia t nec vehicula tempor feugia t eli t viverra nec at diam Aliquam a sodales varius Quisque sodales nisi mauris tempor eu lacinia tempor e t justo. elit. eu ne c sed varius porta purus mauris at sed dui. Ut nisi lacinia mollis sapien quis nec ', 4, 4, 3, 3, 4, 4, 4
 1378, 28, 71, Fri May 30 1980 01:03:02 GMT-0700 (PDT), 'eli t Ut erat. dictum. ante vel porta elit. arcu dictum. porta Donec sit lacus. nibh at aliquet purus at. quis Mauris at adipiscing dui enim enim Quisque ame t vehicula enim faucibus posuere nec a Nulla et eget convalli s ante nibh purus arcu vel sed Vestibulum Lorem ne c fringilla Vestibulum e t eget molestie augue. at. tempor vestibulum faucibus arc u at Nam consectetur vel arcu m i justo. quis fringilla pretium. lectus nec nec Quisque justo. ', 0, 5, 2, 3, 3, 4, 3
 1379, 20, 34, Tue Aug 09 1803 03:54:21 GMT-0700 (PDT), 'convalli s lacus. sed vulputate dolor m i quam nisi enim justo. porta Lorem mollis varius quam convalli s vehicula quam arc u sapien ame t eli t vehicul a feugiat sapien nisi viverra ante augue. fringilla ne c vel eli t nibh enim dui erat. vehicula ne c puru s Nulla semper fringilla ame t faucibus lacus. a luctus Vivamus neque ipsum varius nisi posuere vulputate sed ', 4, 2, 5, 3, 4, 3, 4
 1380, 7, 72, Mon Jun 19 2000 07:35:35 GMT-0700 (PDT), 'Ut enim Lorem dui. quis elit. tempor ame t vestibulum urna sed sodales eli t fringilla vel neque Nulla vel vehicula faucibus vulputate dolor mauris nibh enim lectus diam neque quis ipsum faucibus aliquet elit. dictum. vehicul a lacinia enim lectus lectus varius ame t lacus. sapien at. sed a commodo ', 5, 1, 4, 1, 0, 0, 2
 1381, 23, 12, Fri Oct 20 1826 11:48:36 GMT-0700 (PDT), 'vehicul a at porta molestie vulputate dui. molestie sit enim at mollis enim feugiat sodales lacinia sed nibh feugia t sed vestibulum adipiscing fringilla purus dui. a dui neque dui a pretium. feugiat dui Mauris nec diam lacus. purus lacinia fringilla molestie sodales at ipsum commodo nisi nibh eu at lacinia arcu tempor at ', 5, 0, 0, 5, 3, 0, 2
 1382, 2, 11, Sun Oct 26 1997 11:32:50 GMT-0800 (PST), 'et lacus. at et semper arcu e t varius at mollis a enim nisi vulputate mauris quam posuere m i erat. et orci faucibus Vivamus fringilla vehicul a feugiat lacinia Ut eli t erat. Donec elit. lacinia dui metus lectus sed semper Nam molestie eget at gravida.dolor at eli t vestibulum at enim semper enim Ut faucibus ne c et eget Vestibulum ', 5, 4, 2, 0, 0, 4, 3
 1383, 12, 28, Thu Dec 18 1817 23:13:31 GMT-0800 (PST), 'vulputate ame t posuere porta fringilla lacus. commodo eu enim arc u lacus. at. augue. luctus pretium. e t Nam justo. ne c arcu vulputate a dui. posuere Ut urna sollicitudin commodo adipiscing purus eget Mauris fringilla Vivamus ame t quis quis faucibus vehicul a nec vulputate sed a quam dictum. vitae. dui. posuere feugiat purus lectus nec et eli t ipsum faucibus dui Nulla dictum. ', 4, 1, 0, 5, 4, 1, 3
 1384, 2, 83, Mon Jul 25 1825 12:17:29 GMT-0700 (PDT), 'et porta arc u vitae. vulputate dui. pretium. sed lectus eget tempor Nam metus neque lacinia lacinia mollis sodales sed erat. semper Donec Vivamus Quisque lacinia nec erat. nisi pretium. nis l vestibulum dui sed vulputate posuere vehicul a convalli s e t orci ame t enim gravida.consequat posuere lacinia sit elit. tempor lacus. molestie elit. commodo Etiam a quis molestie et consectetur metus sodales eli t lacinia lacinia metus augue. a viverra a mauris m i lectus mauris ', 3, 3, 3, 0, 5, 4, 3
 1385, 37, 47, Sat Oct 19 1861 05:35:06 GMT-0700 (PDT), 'at gravida.nis l vulputate nisi porta purus mauris varius Ut vulputate vulputate eu ', 3, 0, 3, 3, 3, 2, 2
 1386, 32, 86, Fri Jul 21 1871 16:32:15 GMT-0700 (PDT), 'diam luctus nisi augue. e t quis tempor molestie e t vestibulum lacinia nis l Donec aliquet Ut quis dui. consectetur nec nec sed enim at consequat erat. sed vehicula feugiat arcu faucibus feugia t Quisque neque Donec faucibus Quisque Aliquam vitae. arc u ', 4, 4, 4, 2, 3, 2, 3
 1387, 30, 99, Sat Jul 30 1836 22:49:57 GMT-0700 (PDT), 'e t Aliquam neque fringilla et mollis arcu vulputate Mauris a puru s pretium. Etiam Nam purus Vestibulum lectus sed sodales sapien sed vel posuere quis dui. Lorem porta arcu sodales sit Mauris vehicul a quis nis l Nam dui. purus a fringilla at varius consectetur aliquet sed augue. nec nibh neque luctus sollicitudin quis vestibulum vitae. orci mollis vulputate convalli s et dictum. vehicula sed nisi elit. Nam vehicula et Vestibulum aliquet Donec nisi et enim dui urna tempor vel nibh adipiscing dictum. fringilla ', 0, 1, 3, 4, 3, 2, 2
 1388, 39, 26, Tue Jan 01 1828 19:07:11 GMT-0800 (PST), 'ipsum enim enim diam feugia t fringilla eget quis pretium. vulputate sit nis l quam luctus justo. metus dui. nisi sodales viverra sed lectus vehicul a lacus. convalli s enim consequat ', 0, 5, 2, 1, 3, 2, 2
 1389, 2, 93, Thu Jan 03 1828 06:49:08 GMT-0800 (PST), 'ipsum dolor feugia t at consectetur puru s adipiscing lacinia dui. lacus. convalli s dui. Donec arcu dui. et sit vel vitae. vestibulum nibh convalli s quam arcu sit molestie mauris consequat sodales tempor nisi nibh ', 2, 2, 4, 2, 0, 4, 2
 1390, 17, 24, Wed Dec 31 1902 23:26:08 GMT-0800 (PST), 'vehicula porta a molestie e t vehicul a semper enim enim faucibus et elit. ipsum quis ante mollis a enim mauris e t commodo erat. sed enim feugia t faucibus vitae. a elit. posuere vestibulum nec nibh eu arcu sed Aliquam pretium. fringilla et Vestibulum nisi sed consectetur Lorem adipiscing sed urna quis elit. enim ', 1, 2, 0, 1, 1, 3, 1
 1391, 20, 18, Sun Feb 24 1952 11:44:36 GMT-0800 (PST), 'augue. pretium. quis vehicul a urna ', 2, 4, 1, 4, 1, 5, 3
 1392, 21, 40, Tue Oct 25 1831 07:53:21 GMT-0700 (PDT), 'erat. ame t luctus sollicitudin adipiscing enim fringilla diam Mauris et viverra quam semper ipsum eu purus a puru s justo. diam vulputate ', 3, 1, 0, 1, 2, 5, 2
 1393, 2, 89, Thu Feb 16 1905 11:22:20 GMT-0800 (PST), 'Nulla convalli s Donec metus commodo eli t elit. dui. viverra Vivamus vehicul a elit. tempor diam ', 2, 4, 1, 0, 1, 5, 2
 1394, 20, 17, Sat Dec 28 1907 12:58:36 GMT-0800 (PST), 'Nulla Vestibulum quis elit. mollis commodo elit. ipsum metus vulputate Vestibulum porta eli t purus arc u eli t dolor lectus lectus sed dictum. gravida.ne c diam sapien a nibh commodo commodo urna fringilla arcu dictum. feugia t augue. enim dictum. quis quis nibh neque elit. at. ipsum vulputate dolor lacus. consequat ame t quis mollis enim nisi justo. vulputate at enim eu enim purus mauris justo. dolor sodales arc u Etiam enim arcu adipiscing gravida.elit. lectus varius et nec luctus justo. eu nec pretium. luctus sollicitudin feugiat semper at. faucibus sed arcu lacinia tempor sed ', 3, 2, 0, 0, 4, 2, 2
 1395, 10, 58, Fri May 20 2016 13:53:35 GMT-0700 (PDT), 'vulputate lacus. Ut sed at adipiscing aliquet enim lacus. pretium. nis l sed nibh feugiat tempor convalli s sed arcu orci posuere at arcu fringilla porta sed a molestie consequat arcu puru s faucibus enim urna et fringilla ne c tempor Vivamus Aliquam at. gravida.sollicitudin dui et lacinia nisi puru s convalli s orci ame t quis viverra at vehicula Nulla ', 0, 3, 2, 0, 4, 1, 2
 1396, 3, 81, Sat Jan 29 1853 11:49:23 GMT-0800 (PST), 'semper nis l porta vel vulputate et consectetur sodales ante semper consequat vel Quisque ame t vestibulum Etiam eget quis lacinia quam elit. vitae. erat. pretium. arcu consectetur luctus dolor urna nibh urna a at. urna ame t molestie Vivamus vel adipiscing quis puru s vel dolor ne c quis eget ame t faucibus arcu nisi sollicitudin molestie lacus. lacus. neque commodo aliquet mollis arcu et mollis quis a quis Nulla enim Nam ipsum vitae. ', 1, 2, 5, 4, 2, 2, 3
 1397, 27, 83, Sat Mar 25 2000 12:59:32 GMT-0800 (PST), 'posuere quam pretium. mauris convalli s dolor Vestibulum tempor nisi Vivamus sit enim sodales metus dui dui at Mauris lacus. Donec faucibus lacinia puru s diam ', 4, 5, 2, 3, 0, 3, 3
 1398, 22, 98, Sat Mar 20 1954 04:33:22 GMT-0700 (PDT), 'dictum. vulputate at dui. a nibh posuere elit. sit vehicula sapien lacus. Ut sed purus lacus. diam erat. sollicitudin Ut arcu lectus sodales puru s consequat diam eli t quam Vivamus dictum. molestie convalli s feugiat porta ipsum eli t dui at faucibus quis arcu lacus. elit. posuere nec ne c quis quis ante convalli s Lorem enim sapien elit. sed Nulla lacinia convalli s ante sed quis orci Mauris ne c at. viverra ne c dictum. vehicul a ', 5, 1, 3, 3, 3, 2, 3
 1399, 39, 77, Fri Jun 16 2006 06:42:56 GMT-0700 (PDT), 'dui. pretium. augue. sed arcu lacinia feugia t sed Quisque varius eu sit justo. e t diam molestie augue. sed quam vehicul a at sit vulputate Nulla adipiscing Quisque a tempor sed posuere ', 5, 2, 1, 2, 2, 5, 3
 1400, 12, 48, Fri Oct 16 1807 14:06:18 GMT-0700 (PDT), 'adipiscing sodales vehicula fringilla dictum. feugia t sollicitudin sit mollis sed pretium. Quisque m i quis justo. justo. et porta at Ut consectetur luctus quis quis elit. quam tempor porta eget luctus ame t quis quis semper arc u Nulla Donec dui. vitae. arc u Lorem sollicitudin puru s enim porta at. lacus. Lorem varius commodo consectetur at vel viverra mollis at ante tempor convalli s semper arcu mauris at. gravida.dui lectus sed Lorem metus Nam quis convalli s a sed pretium. sollicitudin vehicula ', 4, 1, 5, 1, 1, 3, 3
 1401, 18, 97, Sat Jan 29 1814 12:43:29 GMT-0800 (PST), 'puru s dolor at nibh e t aliquet luctus puru s dui. sed ipsum at vitae. ', 3, 1, 1, 2, 3, 3, 2
 1402, 36, 24, Fri Oct 14 1949 14:38:21 GMT-0700 (PDT), 'purus sapien Nam consequat nis l a viverra pretium. porta aliquet a orci sed pretium. Vivamus nis l sodales gravida.', 5, 3, 3, 0, 2, 1, 2
 1403, 14, 29, Sun Nov 23 1845 03:45:38 GMT-0800 (PST), 'Vestibulum metus a vehicula sed ', 2, 4, 3, 5, 1, 5, 3
 1404, 8, 71, Sat Dec 03 1955 22:08:17 GMT-0800 (PST), 'arcu Ut faucibus elit. eget at nibh vestibulum dui. dictum. dui eli t ', 0, 3, 0, 0, 5, 1, 2
 1405, 12, 38, Thu Apr 04 1968 08:12:38 GMT-0700 (PDT), 'lectus puru s erat. Quisque tempor urna elit. enim et at augue. ame t arcu gravida.vehicul a at a ame t Ut at sapien e t quis commodo nis l vehicul a tempor vitae. dui. molestie at. vel a a at dolor nisi pretium. lacinia aliquet m i nec gravida.feugiat et commodo erat. m i adipiscing adipiscing convalli s porta vehicul a quis vel arc u arc u sapien ipsum convalli s elit. feugiat vehicul a vel sodales Lorem vitae. fringilla justo. commodo sollicitudin nibh Vivamus lacinia fringilla vulputate nec dictum. at. quam viverra tempor ame t ame t feugiat varius quis arc u commodo sodales dui. quis diam quis viverra semper elit. ', 3, 2, 2, 5, 3, 1, 3
 1406, 35, 94, Sat Jun 29 1935 16:37:55 GMT-0700 (PDT), 'fringilla nis l nisi diam sit et diam lectus dolor vitae. semper lacus. lacinia arcu molestie vehicul a arcu purus sodales nisi arcu porta posuere ', 3, 2, 2, 3, 1, 3, 2
 1407, 32, 85, Tue Mar 01 1949 06:54:58 GMT-0800 (PST), 'fringilla sit Vivamus elit. erat. Vivamus nis l Quisque at. at sapien varius dolor orci sed erat. feugia t eu lectus Nam pretium. a nec et vulputate diam enim at pretium. vestibulum adipiscing vehicula lacinia feugia t nisi luctus commodo eget orci fringilla sed sed neque fringilla urna vel m i pretium. nis l sollicitudin urna semper nibh consequat Quisque ante Quisque lacinia arcu nis l Nam lacinia dui luctus Ut ante ante dui eget sollicitudin convalli s justo. ame t dui vel sit lacinia a eli t quam enim vehicula Aliquam dictum. Nam augue. nis l dui sodales orci nibh feugiat neque sed ', 4, 2, 2, 1, 2, 1, 2
 1408, 29, 75, Thu May 05 1836 02:35:34 GMT-0700 (PDT), 'ne c gravida.sed Vestibulum at faucibus a Donec gravida.feugiat e t metus ne c justo. viverra metus vehicul a m i arcu consectetur posuere tempor mollis a erat. elit. sed vehicul a dui arc u adipiscing dui eu metus at enim e t Nam commodo sit mollis sed Lorem dui. vehicul a urna ipsum dolor quis arcu arc u Nulla viverra vestibulum aliquet quam vehicula vel vestibulum m i elit. fringilla lacinia Vestibulum elit. neque augue. quis dui at diam enim ipsum dui. vestibulum sodales vulputate Quisque nibh nis l nibh aliquet at Etiam faucibus sapien metus orci et Ut feugia t ', 3, 5, 2, 5, 1, 1, 3
 1409, 25, 8, Tue Aug 01 1944 04:00:13 GMT-0700 (PDT), 'dolor sed feugiat lectus feugiat eu Lorem vitae. consectetur ne c lacinia sed vulputate ipsum ipsum molestie tempor sed Nulla sodales tempor et varius puru s a feugia t gravida.ipsum arc u puru s dui. ne c arc u lacus. sit adipiscing dui elit. purus justo. mollis quis elit. nisi urna eu puru s neque sapien ne c lectus sed augue. metus ante vulputate Vivamus dui. at ', 2, 1, 5, 5, 4, 2, 3
 1410, 23, 21, Sat Jan 28 1978 21:51:48 GMT-0800 (PST), 'metus dolor orci sit ame t eli t Ut urna eu vulputate fringilla semper quam consequat nec gravida.sapien vehicul a et diam erat. quam ipsum quis dui. lacinia augue. justo. consectetur quis lacinia pretium. varius Ut dictum. sodales at et m i at justo. commodo dui luctus sodales tempor molestie faucibus a ', 4, 3, 3, 0, 5, 5, 3
 1411, 28, 12, Tue May 28 1957 10:18:37 GMT-0700 (PDT), 'arcu viverra feugiat et vehicul a dui sed quis enim arcu nibh quis tempor sed arc u ipsum mollis molestie commodo elit. nibh sed molestie a at nis l arcu erat. Lorem feugia t diam Etiam sodales sed posuere puru s erat. Nam at. faucibus mauris neque tempor erat. feugiat Nulla eget eget vulputate feugiat vitae. at pretium. mauris sed purus ante vestibulum vehicula faucibus aliquet commodo vitae. justo. fringilla aliquet sed adipiscing elit. urna pretium. at gravida.ne c lacus. aliquet ', 5, 3, 0, 2, 5, 4, 3
 1412, 31, 83, Thu Aug 06 1807 08:33:45 GMT-0700 (PDT), 'dui Lorem posuere dui at fringilla at Vivamus lectus porta nibh aliquet adipiscing urna at mauris vulputate eu Aliquam sed sed augue. mauris sollicitudin purus dui. vulputate varius dictum. tempor nibh fringilla ne c a vitae. sed m i urna consequat Nulla erat. elit. a at mauris puru s et erat. tempor dictum. sodales vitae. consequat sed Nam fringilla sapien purus posuere ', 1, 5, 3, 0, 0, 2, 2
 1413, 29, 62, Thu Sep 03 1936 10:45:29 GMT-0700 (PDT), 'enim Vivamus vehicula Lorem dolor feugiat justo. vel at. at ipsum Nulla eu nibh enim dui sed dui posuere nibh viverra Vestibulum ante at mauris sit sodales sed sodales aliquet at sed puru s fringilla aliquet et pretium. mollis diam augue. puru s feugiat nis l varius vestibulum ', 2, 3, 2, 2, 1, 0, 2
 1414, 27, 99, Fri Mar 08 1889 12:30:41 GMT-0800 (PST), 'Mauris porta fringilla vehicula sed sapien dolor tempor mauris viverra sed mollis dui arcu neque sed feugiat arcu nis l Lorem puru s dui. varius ame t Mauris porta Ut dui Donec convalli s sodales varius eget at dui at at Nam semper sed ', 1, 0, 5, 4, 3, 3, 3
 1415, 14, 53, Sun Jul 03 1977 10:08:12 GMT-0700 (PDT), 'lacus. consectetur ne c ipsum sodales at. sed feugia t ', 5, 5, 1, 4, 5, 0, 3
 1416, 17, 87, Tue Dec 21 1852 04:08:36 GMT-0800 (PST), 'nibh eget luctus orci Quisque orci sodales faucibus dui m i sodales fringilla lacinia ', 5, 0, 2, 3, 5, 5, 3
 1417, 25, 48, Sun Jan 21 1906 03:38:08 GMT-0800 (PST), 'at. molestie lacinia varius ame t sed sed erat. sollicitudin Quisque sit consequat Aliquam feugiat a Aliquam sed vel sed Donec Vestibulum dui ipsum tempor metus eu vehicul a lectus vehicula eu posuere metus mauris ne c consequat dui. dui e t faucibus nisi urna ame t Aliquam luctus Donec Quisque lacus. ', 5, 5, 1, 3, 2, 1, 3
 1418, 13, 63, Thu Nov 21 1907 01:42:06 GMT-0800 (PST), 'et sodales ', 0, 0, 2, 1, 5, 3, 2
 1419, 18, 71, Tue May 18 1886 23:49:55 GMT-0700 (PDT), 'aliquet arcu enim feugia t Lorem nis l ne c a fringilla ', 3, 2, 5, 0, 4, 1, 3
 1420, 10, 25, Sun Aug 24 1845 17:43:04 GMT-0700 (PDT), 'eli t ', 3, 0, 3, 4, 2, 0, 2
 1421, 5, 30, Thu Aug 08 2013 11:00:34 GMT-0700 (PDT), 'Quisque eu pretium. dictum. quis lacinia vitae. nis l sed Nulla lacus. a m i dui nisi faucibus mauris gravida.enim consequat neque vulputate lectus vitae. dui. lacinia eget Vestibulum lacinia vel pretium. gravida.commodo Nam vulputate semper mollis Etiam feugiat lacus. sed molestie nibh elit. quis quam a Vivamus arc u vitae. sodales puru s mollis at. ne c Etiam erat. ne c nec varius semper quam ipsum Quisque adipiscing feugia t arcu feugia t ame t vitae. Ut erat. Donec gravida.luctus feugiat ne c eli t arc u fringilla molestie Nulla dui posuere viverra lacus. Donec mauris ', 5, 1, 4, 5, 1, 1, 3
 1422, 36, 68, Tue May 04 1858 17:52:46 GMT-0700 (PDT), 'Nulla vulputate ame t dictum. eget augue. vehicula sollicitudin Vivamus at convalli s dictum. quam convalli s vestibulum feugiat urna e t fringilla quis nisi sed aliquet sodales nis l nibh fringilla eu augue. et arc u quis Ut Ut vulputate dui. vel viverra ante lectus puru s luctus arcu sed puru s consectetur dui quam viverra sodales faucibus at quis convalli s arcu urna ', 2, 5, 1, 0, 2, 0, 2
 1423, 7, 4, Wed Nov 20 1929 22:45:07 GMT-0800 (PST), 'erat. sollicitudin Etiam a aliquet Vivamus nis l Etiam tempor sodales vestibulum neque nis l aliquet arcu dictum. Aliquam mollis sed semper at mauris vehicul a sollicitudin dui ipsum commodo ipsum adipiscing sollicitudin vehicul a varius sapien lacinia diam Quisque Vestibulum vehicula at mauris vehicula erat. at ipsum Quisque sapien Nam at Nulla nec feugiat dui sodales Vivamus lacinia eu ame t vitae. vehicula ', 2, 0, 0, 4, 2, 4, 2
 1424, 30, 16, Mon May 10 1971 19:25:10 GMT-0700 (PDT), 'sed quis dictum. sapien neque erat. metus Ut elit. dui. Vestibulum arcu sapien tempor sit augue. lacinia erat. neque vestibulum Donec luctus at. quis nec vehicula sollicitudin nibh puru s justo. aliquet vehicul a purus diam arcu Ut arc u Etiam a sapien quis Vestibulum elit. ', 4, 4, 5, 3, 1, 5, 4
 1425, 2, 14, Thu Feb 13 1817 13:59:14 GMT-0800 (PST), 'semper et vulputate arc u vestibulum at arcu fringilla lacinia quis Nulla gravida.augue. ipsum lacus. nec vitae. fringilla vestibulum molestie sodales sed quam at lacinia semper tempor mauris e t lectus nisi sollicitudin at. Vestibulum lacinia ', 4, 2, 3, 0, 2, 4, 3
 1426, 15, 28, Tue Apr 24 1804 07:11:59 GMT-0700 (PDT), 'feugiat dictum. elit. consectetur purus Vestibulum at vehicul a nibh sed Ut sed fringilla fringilla m i Nam vel vestibulum dolor pretium. Aliquam augue. quam sed ne c erat. eli t feugiat sed arcu puru s eget feugiat puru s a ne c enim molestie m i lacus. neque nis l sollicitudin arcu lacinia feugia t Etiam at purus nis l quam vehicul a sit et Nam nis l eget quis consectetur porta lectus arcu Aliquam sodales vestibulum orci Mauris Nulla metus porta sollicitudin sodales arcu fringilla lectus nisi varius a adipiscing viverra enim sed eu quis Aliquam et et nisi justo. eget adipiscing fringilla dui Ut Quisque aliquet viverra aliquet ', 4, 4, 1, 2, 1, 2, 2
 1427, 1, 32, Thu Jul 21 1836 16:49:44 GMT-0700 (PDT), 'convalli s quis ipsum sed sollicitudin sodales posuere viverra adipiscing molestie vestibulum m i Donec ipsum a dolor Vivamus molestie fringilla vehicula eget sit lacinia nibh sed vitae. mollis justo. dictum. commodo dolor erat. erat. vulputate Etiam mollis sed pretium. diam dui vitae. justo. posuere at sed nec ', 4, 4, 0, 1, 1, 0, 2
 1428, 16, 68, Mon Jan 16 2006 09:09:17 GMT-0800 (PST), 'sed ', 5, 0, 1, 4, 1, 3, 2
 1429, 11, 51, Wed Jul 21 1897 12:06:35 GMT-0700 (PDT), 'vestibulum at sodales et commodo luctus m i mauris et justo. ame t at nibh sed vulputate Aliquam posuere ame t m i dui ame t Nam eget nis l sit sed Etiam Lorem at molestie eget arcu fringilla consequat Vestibulum Lorem orci consequat quam ', 3, 0, 4, 1, 5, 1, 2
 1430, 10, 32, Thu Aug 27 1987 20:23:25 GMT-0700 (PDT), 'nec Nulla justo. at urna Mauris Ut diam at. nisi quis lectus Ut lacinia sodales at puru s ame t ne c faucibus m i eli t sodales neque eget faucibus sit luctus faucibus a vel quis justo. sapien commodo at aliquet ', 1, 3, 5, 5, 0, 2, 3
 1431, 37, 75, Mon May 07 1821 00:59:18 GMT-0700 (PDT), 'fringilla nisi orci vulputate adipiscing vehicul a arcu ', 5, 1, 1, 5, 1, 1, 2
 1432, 5, 74, Sun Jun 10 1883 09:37:50 GMT-0700 (PDT), 'Quisque sed fringilla quam lectus eu diam faucibus Ut viverra consectetur consectetur mauris arcu pretium. at feugia t sollicitudin sed nec Nulla nibh Lorem Nulla fringilla ', 2, 3, 5, 0, 3, 2, 3
 1433, 34, 66, Sat Mar 02 1867 23:05:42 GMT-0800 (PST), 'quis nis l vehicula at feugia t commodo commodo tempor nibh erat. lacinia at nec nis l et at sed Quisque eu mollis arc u orci arcu purus Etiam fringilla e t eli t a dictum. semper elit. lacus. feugiat nisi vulputate orci arcu mollis e t e t adipiscing sed elit. sit porta et justo. semper feugiat lacinia eu dui vehicula sed commodo consectetur sed a sed sollicitudin eget puru s nec consequat fringilla puru s Ut m i lectus aliquet Vestibulum dui. tempor adipiscing at. vel enim vulputate neque at quis vehicula vulputate quis sollicitudin nisi neque quis consequat vulputate sit ', 5, 0, 2, 1, 2, 5, 3
 1434, 16, 72, Wed Jan 06 1830 22:12:54 GMT-0800 (PST), '', 5, 0, 5, 1, 3, 3, 3
 1435, 26, 50, Thu Dec 07 1911 23:33:00 GMT-0800 (PST), 'enim augue. urna at. eu dolor porta vehicula justo. quam Ut justo. Nulla elit. arcu gravida.Mauris ame t nis l augue. Lorem metus enim sed sit ante eli t sodales vulputate enim Mauris sapien quis Mauris sed sodales arc u Vivamus mauris quam arcu ', 3, 4, 4, 2, 2, 5, 3
 1436, 27, 59, Mon Feb 21 1853 05:20:06 GMT-0800 (PST), 'Quisque sed viverra at mauris dui fringilla fringilla Ut dolor molestie at. vehicula gravida.arcu ne c lectus vel posuere sed sapien augue. sed sollicitudin Aliquam vehicula nec nec feugiat Vivamus vitae. vestibulum Vivamus lacinia eget sodales erat. ', 5, 5, 5, 2, 0, 5, 4
 1437, 30, 7, Fri Jun 21 1957 01:04:58 GMT-0700 (PDT), 'enim tempor consectetur enim puru s sed posuere et a dolor Vivamus sed mauris neque faucibus quis et dui sed molestie lacinia eu vestibulum Aliquam luctus e t quis arc u sapien elit. erat. commodo enim Lorem aliquet convalli s mollis ante e t sed vitae. enim metus m i eli t dui. convalli s at vestibulum Quisque diam sodales mauris sapien nis l quis eget dui dictum. vehicula Aliquam eget fringilla at mauris urna elit. sodales ame t quis erat. vitae. Etiam Vestibulum nis l dui. enim lectus nisi Aliquam Vivamus dui sodales sodales feugiat lacinia Mauris eu sed augue. quis vestibulum ', 0, 5, 2, 5, 5, 4, 4
